joint1,joint2,joint3,joint4,joint5,joint6,joint7
5.681633540629491e-05,0.12597861492686693,0.0008465504272259583,0.017859619426434863,-0.0009191244063724444,0.10733751128650118,0.07099135977194383
6.779990601682141e-05,0.15027856882322643,0.0010150664040882986,0.021304648018368233,-0.0010961790278528182,0.12804225264710267,0.0846853854034952
7.979264642854238e-05,0.17681120100902317,0.0011990656186789304,0.025066205628278566,-0.0012895014172108496,0.15064934438751923,0.09963761727909803
9.2764849569848e-05,0.20551078782333562,0.0013980922887782492,0.02913497454749831,-0.0014986126979039578,0.17510278675538687,0.11581101740678336
0.00010667826033076123,0.23629269400121167,0.0016115594834640306,0.033498955950478686,-0.0017228961994288196,0.20133046639286575,0.1331578903262005
0.00012148670875096496,0.2690547735332263,0.0018387588378301412,0.03814366849604012,-0.001961607664281425,0.22924534993704576,0.15162067255071934
0.00013713674320782915,0.3036787705250395,0.0020788702677052512,0.04305234692862271,-0.0022138854549171305,0.258746677620352,0.17113272200953256
0.00015356826360443828,0.3400317200569542,0.0023309716843715493,0.04820614067953676,-0.002478760760710718,0.2897211568709507,0.19161910748975827
0.00017071515455761803,0.3779673490434736,0.002594048709283451,0.05358431246821307,-0.0027551678049164414,0.32204415591315433,0.21299739807854196
0.0001885059185859633,0.41732747709286,0.0028670043887863176,0.059164436903453625,-0.003041954051628094,0.35558089736782805,0.23517845260515946
0.00020686430929786438,0.4579434173666911,0.003148668908835161,0.06492259908468183,-0.0033378904127390504,0.39018765185279425,0.2580672090831184
0.00022570996457953508,0.49963737743941916,0.0034378093097133617,0.07083359320319313,-0.0036416814549023297,0.42571293158323886,0.28156347415226146
0.00024495903978303965,0.5422238601579289,0.0037331392007513846,0.07687112114340547,-0.003951975606490652,0.4619986839721175,0.3055627125208684
0.0002645248409143196,0.5855110645010938,0.004033328475045482,0.08300799108410961,-0.004267375364556484,0.49888148523055964,0.32995683640775814
0.0002843184578212214,0.6293022864393355,0.004337013024176413,0.08921631609971978,-0.004586447501792102,0.5361937339682754,0.3546349949843914
0.00030424939738152377,0.6733973197941818,0.004642804452928162,0.09546771276152412,-0.004907733273489654,0.5737648447939616,0.3794843638169735
0.00032422621669096383,0.7175938570978216,0.004949299794006629,0.1017334997389348,-0.0052297586245011836,0.6114224419157047,0.4043909343085551
0.0003441571562512663,0.7616888904526681,0.005255091222758379,0.10798489640073915,-0.005551044396198735,0.648993552741391,0.42924030314113726
0.0003639507731581683,0.8054801123909102,0.005558775771889313,0.11419322141634937,-0.005870116533434357,0.6863058014791071,0.4539184617177708
0.0003835165742894482,0.8487673167340751,0.00585896504618341,0.12033009135705353,-0.006185516291500189,0.7231886027375494,0.4783125856046605
0.0004027656494929529,0.8913537994525849,0.0061542949372214335,0.12636761929726587,-0.0064958104430885115,0.759474355126428,0.5023118239732675
0.0004216113047746235,0.9330477595253128,0.006443435338099633,0.13227861341577712,-0.006799601485251789,0.7949996348568725,0.5258080890424104
0.0004399696954865247,0.9736636997991441,0.0067250998581484785,0.13803677559700536,-0.007095537846362747,0.829606389341839,0.5486968455203696
0.0004577604595148698,1.0130238278485302,0.006998055537651343,0.14361690003224586,-0.007382324093074398,0.8631431307965124,0.5708779000469868
0.00047490735046804976,1.05095945683505,0.007261132562563248,0.14899507182092225,-0.007658731137280125,0.8954661298387164,0.5922561906357708
0.0004913388708646586,1.0873124063669641,0.0075132339792295414,0.1541488655718362,-0.007923606443073708,0.9264406090893146,0.6127425761159961
0.0005069889053215226,1.121936403358777,0.0077533454091046495,0.15905754400441877,-0.008175884233709409,0.9559419367726205,0.6322546255748092
0.0005217973537417267,1.1546984828907925,0.007980544763470765,0.1637022565499803,-0.008414595698562021,0.9838568203168012,0.6507174077993285
0.0005357107645026397,1.185480389068668,0.008194011958156543,0.1680662379529606,-0.00863887920008688,1.0100844999542797,0.6680642807187454
0.0005486829676439453,1.2141799758829803,0.00839303862825586,0.17213500687218034,-0.008847990480779987,1.0345379423221475,0.6842376808464307
0.0005606757080556659,1.2407126080687763,0.008577037842846486,0.17589656448209057,-0.009041312870138013,1.0571450340625632,0.699189912722033
0.0005716592786661933,1.2650125619651376,0.00874555381970884,0.1793415930740242,-0.009218367491618399,1.0778497754231662,0.7128839383535854
0.0005816131536303102,1.287034426374727,0.00889827164004462,0.1824636546574448,-0.009378823469599335,1.0966134738574707,0.7252941666596008
0.0005905266215172233,1.306754503423359,0.00903502696319561,0.1852593895611988,-0.009522508136339891,1.1134159376252812,0.7364072429111811
0.0005983994184985892,1.3241722094195532,0.009155815741362363,0.18772871503476554,-0.009649417238940066,1.1282566693930987,0.7462228381741187
0.0006052423615365376,1.3393114757140854,0.009260803934322862,0.18987502384950655,-0.009759725146300769,1.1411560598345152,0.7547544387509934
0.0006110779815717059,1.3522221495595614,0.009350337224151342,0.19170538289991837,-0.009853795056084004,1.1521565812306365,0.7620301356232839
0.0006159411567112574,1.3629813949699532,0.00942495072993686,0.19323073180487993,-0.009932189201672765,1.161323981070468,0.7680934138934592
0.000619879745416915,1.3716950935801735,0.009485378722502116,0.19446608150890532,-0.009995679059131209,1.168748475651335,0.7730039422270889
0.0006229552196929859,1.3784992455056266,0.009532564339122125,0.19543071288339348,-0.010045255554164663,1.1745459436792827,0.7768383622949427
0.0006252432982743921,1.3835613702017733,0.009567669298242971,0.19614837532787946,-0.010082139269079736,1.1788591198694869,0.7796910782150964
0.000626834579814694,1.387081907323682,0.009592083614200478,0.1966474853712839,-0.01010779064974431,1.181858788546654,0.7816750459950299
0.0006278351760741119,1.3892956175855726,0.009607435311938826,0.19696132527316176,-0.010123920212547514,1.183744977245416,0.7829225629737225
0.000628367345107574,1.390472983620422,0.009615600141729588,0.19712824162495923,-0.010132498751360105,1.184748150310776,0.783586057263782
0.0006285701244527143,1.3909216108394538,0.009618711293889984,0.1971918439512548,-0.010135767544494044,1.1851304024984548,0.7838388771935085
0.0006285999643179241,1.3909876282917546,0.009619169113501984,0.19720120331101793,-0.010136248561662968,1.185186652575348,0.7838760807490294
0.0005776229490431308,0.6033535385174981,0.008834659637644527,-1.6334489047799446e-05,-0.00931790721058714,0.5930065047526402,0.5610615601534984
0.0005776363667550275,0.6034093715488723,0.008834661947637802,-7.737741328902147e-06,-0.009317877299478396,0.5930536763186354,0.5610721717967575
0.0005777275479588482,0.6037887896682119,0.008834677645393812,5.06821898776953e-05,-0.009317674035991748,0.5933742347123977,0.5611442841221924
0.0005779668416259293,0.6047845250756138,0.008834718842191431,0.00020399799382936318,-0.009317140596389446,0.5942155001305189,0.5613335339025418
0.0005784167669938665,0.6066567293215852,0.008834796301342578,0.0004922658378762431,-0.009316137611177737,0.5957972664070694,0.5616893656221791
0.0005791322982841055,0.609634158057939,0.008834919487209191,0.0009507077864396932,-0.009314542530407085,0.5983128019722359,0.562255256651234
0.0005801611494195323,0.6139153557886867,0.008835096614220215,0.0016098942199907341,-0.009312248988972392,0.6019298508109578,0.5630689424197162
